order_id,customer_id,age,gender,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,unit_price,quantity,purchase_frequency,product_name,category,Ratings,Predicted_Churn
ORD5498,CUST1498,29,Male,PROD698,Canada,6/15/2021,03-06-2022,1,active,71.96,2,7,Lipstick,Beauty,4.1,0
ORD5499,CUST1499,45,Male,PROD699,Pakistan,4/13/2022,8/25/2022,3,active,1601.28,1,33,Shirt,Clothing,4.1,0
ORD5500,CUST1500,49,Female,PROD700,Canada,05-02-2021,2/24/2022,3,paused,582.99,3,3,Perfume,Beauty,4.3,0
ORD5501,CUST1501,51,Other,PROD701,Pakistan,10-01-2022,5/27/2023,3,paused,307.14,2,34,Basketball,Sports,4.1,0
ORD5502,CUST1502,66,Male,PROD702,USA,11-08-2021,1/17/2025,4,paused,193.22,8,32,Shirt,Clothing,4.1,0
ORD5503,CUST1503,58,Male,PROD703,USA,04-04-2022,5/25/2024,1,cancelled,996.56,2,32,Camera,Electronics,4.3,0
ORD5504,CUST1504,31,Female,PROD704,Pakistan,04-06-2023,3/29/2025,0,active,965.67,2,42,Microwave,Home,4.4,0
ORD5505,CUST1505,35,Male,PROD705,Canada,7/22/2023,06-02-2025,4,active,134.86,9,7,Dress,Clothing,4.2,0
ORD5506,CUST1506,48,Female,PROD706,Pakistan,10/26/2020,06-06-2022,2,active,59.06,8,27,T-Shirt,Clothing,3.3,1
ORD5507,CUST1507,34,Male,PROD707,Pakistan,3/30/2021,7/26/2025,0,cancelled,163.78,5,14,Gaming Console,Electronics,4.4,0
ORD5508,CUST1508,57,Female,PROD708,India,09-08-2021,01-04-2024,3,paused,204.26,9,38,Dining Table,Home,4.3,0
ORD5509,CUST1509,42,Male,PROD709,Germany,6/17/2023,08-07-2024,3,active,162.05,9,32,Vacuum Cleaner,Home,4.1,0
ORD5510,CUST1510,60,Female,PROD710,Germany,10/25/2022,7/19/2025,3,cancelled,124.82,6,43,Sneakers,Clothing,4.0,0
ORD5511,CUST1511,28,Female,PROD711,Canada,08-09-2022,09-02-2024,1,paused,81.49,7,32,Vacuum Cleaner,Home,4.1,0
ORD5512,CUST1512,34,Male,PROD712,Canada,07-11-2021,5/22/2025,0,paused,36.04,3,23,Face Wash,Beauty,4.3,0
ORD5513,CUST1513,44,Male,PROD713,Germany,12-10-2022,5/26/2025,4,cancelled,243.55,7,26,Jeans,Clothing,3.8,0
ORD5514,CUST1514,57,Male,PROD714,India,3/20/2021,01-08-2023,1,active,428.54,3,33,Tablet,Electronics,3.9,0
ORD5515,CUST1515,54,Male,PROD715,India,5/25/2022,03-12-2023,5,active,234.67,3,8,Bluetooth Speaker,Electronics,3.7,1
ORD5516,CUST1516,51,Male,PROD716,India,03-04-2021,6/17/2023,1,cancelled,142.25,9,40,Dining Table,Home,4.0,0
ORD5517,CUST1517,41,Male,PROD717,USA,03-12-2023,09-05-2023,3,cancelled,116.18,6,20,Dress,Clothing,4.2,0
ORD5518,CUST1518,47,Male,PROD718,UK,7/16/2021,8/17/2022,5,active,321.74,6,15,Sneakers,Clothing,4.4,0
ORD5519,CUST1519,26,Female,PROD719,USA,09-01-2020,5/22/2022,1,active,266.97,5,9,Smartphone,Electronics,3.9,0
ORD5520,CUST1520,40,Female,PROD720,Canada,10/22/2022,01-06-2023,1,active,283.96,5,36,Bluetooth Speaker,Electronics,4.5,0
ORD5521,CUST1521,43,Male,PROD721,India,2/27/2021,7/30/2025,2,active,382.28,4,47,Dress,Clothing,4.2,0
ORD5522,CUST1522,53,Male,PROD722,USA,6/30/2022,5/27/2024,2,paused,217.42,4,43,Cycling Helmet,Sports,3.9,0
ORD5523,CUST1523,63,Male,PROD723,Canada,2/24/2022,3/13/2022,3,active,57.75,8,5,Lipstick,Beauty,4.2,0
ORD5524,CUST1524,43,Female,PROD724,USA,03-04-2021,07-08-2022,5,active,256.45,4,29,Camera,Electronics,4.1,0
ORD5525,CUST1525,66,Male,PROD725,UK,06-07-2023,06-12-2024,5,paused,300.55,6,18,Tablet,Electronics,4.1,0
ORD5526,CUST1526,54,Male,PROD726,India,12/17/2021,12/17/2021,3,paused,75.6,8,26,Smartphone,Electronics,4.3,0
ORD5527,CUST1527,30,Male,PROD727,India,11/30/2020,07-05-2024,4,cancelled,1582.47,1,39,Sofa,Home,4.1,0
ORD5528,CUST1528,24,Female,PROD728,USA,8/29/2022,03-08-2023,5,active,199.61,6,30,Microwave,Home,4.3,0
ORD5529,CUST1529,50,Male,PROD729,UK,3/30/2021,01-07-2025,3,active,75.76,9,7,Moisturizer,Beauty,3.6,1
ORD5530,CUST1530,26,Male,PROD730,Canada,3/25/2022,5/21/2024,1,active,169.33,3,19,Lamp,Home,4.1,0
ORD5531,CUST1531,44,Female,PROD731,Canada,05-09-2022,7/23/2022,5,active,279.79,5,32,Cricket Bat,Sports,4.0,0
ORD5532,CUST1532,40,Male,PROD732,USA,8/18/2022,04-12-2023,3,active,18.93,4,45,Blender,Home,4.1,0
ORD5533,CUST1533,41,Male,PROD733,India,11/28/2020,06-06-2024,2,active,147.55,8,32,Lamp,Home,4.3,0
ORD5534,CUST1534,54,Male,PROD734,UK,1/21/2023,11/14/2023,4,active,82.68,9,2,Headphones,Electronics,3.9,0
ORD5535,CUST1535,29,Female,PROD735,Pakistan,1/22/2023,12/17/2023,4,cancelled,178.63,9,15,Vacuum Cleaner,Home,4.1,0
ORD5536,CUST1536,20,Female,PROD736,Pakistan,1/15/2023,2/14/2023,3,active,22.44,8,21,Shirt,Clothing,4.1,0
ORD5537,CUST1537,59,Female,PROD737,India,5/30/2022,10-09-2024,0,active,443.38,4,8,Headphones,Electronics,4.4,0
ORD5538,CUST1538,37,Male,PROD738,Canada,07-10-2022,6/30/2024,0,active,189.41,8,46,Yoga Mat,Sports,3.8,0
ORD5539,CUST1539,61,Female,PROD739,Canada,11-07-2022,2/13/2025,4,active,440.91,3,33,Perfume,Beauty,4.3,0
ORD5540,CUST1540,50,Female,PROD740,Canada,11-02-2020,7/15/2022,5,active,944.82,2,29,Smartwatch,Electronics,4.3,0
ORD5541,CUST1541,67,Male,PROD741,Pakistan,12/24/2022,1/22/2025,0,paused,892.74,2,49,Blender,Home,3.5,1
ORD5542,CUST1542,39,Female,PROD742,UK,7/18/2022,11-06-2023,4,cancelled,589.28,3,9,Blender,Home,4.0,0
ORD5543,CUST1543,64,Male,PROD743,Pakistan,12/13/2021,01-07-2022,5,paused,233.33,3,38,Jacket,Clothing,3.9,0
ORD5544,CUST1544,59,Female,PROD744,UK,09-08-2022,6/25/2025,2,active,168.05,9,3,Lipstick,Beauty,4.3,0
ORD5545,CUST1545,40,Female,PROD745,USA,2/24/2023,02-11-2024,2,active,227.34,5,17,Gaming Console,Electronics,2.8,1
ORD5546,CUST1546,36,Male,PROD746,UK,07-04-2021,12/26/2022,2,active,164.42,3,22,Lamp,Home,3.8,0
ORD5547,CUST1547,49,Female,PROD747,Germany,5/21/2023,07-10-2025,2,active,577.99,1,12,Tablet,Electronics,4.5,0
ORD5548,CUST1548,35,Female,PROD748,UK,11/28/2020,3/24/2025,4,paused,293.23,4,6,Refrigerator,Home,4.3,0
ORD5549,CUST1549,56,Male,PROD749,UK,05-03-2021,4/16/2022,1,active,188.99,6,20,Yoga Mat,Sports,4.1,0
ORD5550,CUST1550,57,Male,PROD750,Canada,10-02-2022,4/13/2025,5,active,904.56,2,44,Lipstick,Beauty,3.0,1
ORD5551,CUST1551,63,Female,PROD751,UK,07-11-2021,8/25/2023,0,active,1220.25,1,9,Skirt,Clothing,4.0,0
ORD5552,CUST1552,29,Female,PROD752,India,05-06-2022,12/16/2022,2,active,34.17,6,35,Cycling Helmet,Sports,3.9,0
ORD5553,CUST1553,40,Female,PROD753,USA,8/30/2021,6/19/2025,2,active,152.91,9,5,Shampoo,Beauty,4.1,0
ORD5554,CUST1554,54,Female,PROD754,Germany,4/13/2022,02-09-2024,0,paused,28.96,8,22,Blender,Home,4.1,0
ORD5555,CUST1555,52,Male,PROD755,India,12/28/2021,2/23/2024,3,active,167.97,7,6,Jeans,Clothing,4.3,0
ORD5556,CUST1556,35,Female,PROD756,India,10/20/2020,12-02-2022,5,active,329.43,3,35,Dress,Clothing,4.0,0
ORD5557,CUST1557,67,Male,PROD757,USA,11-09-2022,11-09-2024,4,active,1543.19,1,42,Lamp,Home,4.4,0
ORD5558,CUST1558,27,Female,PROD758,UK,12-08-2021,05-04-2023,5,paused,524.51,2,43,Dining Table,Home,4.3,0
ORD5559,CUST1559,38,Female,PROD759,Germany,5/20/2021,7/31/2021,4,active,342.38,4,41,Jacket,Clothing,4.2,0
ORD5560,CUST1560,41,Female,PROD760,UK,05-11-2023,02-02-2025,3,cancelled,164.78,9,22,Face Wash,Beauty,3.8,0
ORD5561,CUST1561,33,Male,PROD761,India,03-12-2021,04-03-2024,3,active,159.26,9,30,Moisturizer,Beauty,4.3,0
ORD5562,CUST1562,45,Female,PROD762,USA,11-09-2022,10-08-2024,3,active,33.22,8,7,Chair,Home,4.3,0
ORD5563,CUST1563,28,Male,PROD763,Germany,12/22/2021,3/28/2024,4,cancelled,1815.34,1,19,Blender,Home,4.3,0
ORD5564,CUST1564,27,Male,PROD764,Germany,06-09-2021,04-05-2024,5,active,17.0,4,2,Smartwatch,Electronics,4.0,0
ORD5565,CUST1565,33,Male,PROD765,Pakistan,5/13/2022,10-12-2024,0,paused,108.08,6,5,Camera,Electronics,3.9,0
ORD5566,CUST1566,28,Male,PROD766,India,2/23/2021,6/15/2022,4,active,18.44,6,5,Jacket,Clothing,4.1,0
ORD5567,CUST1567,58,Female,PROD767,UK,09-12-2020,10/25/2021,1,paused,330.36,4,49,Running Shoes,Sports,3.7,1
ORD5568,CUST1568,34,Female,PROD768,Pakistan,4/20/2023,10/17/2023,2,active,138.99,7,36,Moisturizer,Beauty,4.2,0
ORD5569,CUST1569,52,Female,PROD769,Canada,11/24/2020,8/25/2023,4,active,45.15,5,33,Laptop,Electronics,4.1,0
ORD5570,CUST1570,51,Male,PROD770,USA,10/19/2020,11-06-2023,0,active,266.24,4,21,Dining Table,Home,4.0,0
ORD5571,CUST1571,38,Male,PROD771,Pakistan,2/19/2023,04-10-2023,5,active,127.91,9,29,Lamp,Home,4.6,0
ORD5572,CUST1572,46,Female,PROD772,UK,5/20/2023,4/14/2025,0,active,49.35,7,49,Perfume,Beauty,3.9,0
ORD5573,CUST1573,35,Female,PROD773,USA,03-12-2021,11-04-2023,4,active,12.69,9,14,Camera,Electronics,4.0,0
ORD5574,CUST1574,34,Male,PROD774,Pakistan,12/15/2021,5/27/2025,4,active,55.16,8,5,Skirt,Clothing,4.3,0
ORD5575,CUST1575,62,Other,PROD775,Germany,7/24/2021,5/28/2025,4,active,228.64,8,18,Smartphone,Electronics,4.4,0
ORD5576,CUST1576,56,Female,PROD776,USA,7/31/2021,4/16/2023,4,active,554.17,3,46,Bluetooth Speaker,Electronics,4.1,0
ORD5577,CUST1577,43,Female,PROD777,UK,03-04-2021,06-02-2021,5,active,559.72,1,3,Yoga Mat,Sports,4.1,0
ORD5578,CUST1578,43,Male,PROD778,USA,01-07-2023,8/13/2023,4,active,319.61,3,18,Hoodie,Clothing,4.1,0
ORD5579,CUST1579,30,Other,PROD779,Germany,12/21/2022,11/26/2023,0,active,71.54,6,12,Camera,Electronics,4.4,0
ORD5580,CUST1580,46,Male,PROD780,Germany,11-02-2020,4/17/2023,4,active,36.79,8,17,Jeans,Clothing,4.5,0
ORD5581,CUST1581,65,Male,PROD781,UK,5/23/2022,3/21/2023,1,active,1276.55,1,48,T-Shirt,Clothing,4.1,0
ORD5582,CUST1582,23,Male,PROD782,UK,12/20/2020,11/14/2021,0,active,683.35,2,10,Sneakers,Clothing,4.2,0
ORD5583,CUST1583,56,Female,PROD783,Canada,9/23/2021,2/21/2024,5,cancelled,137.79,5,12,Lipstick,Beauty,4.5,0
ORD5584,CUST1584,62,Female,PROD784,USA,06-01-2022,08-09-2025,5,active,309.26,4,17,Shampoo,Beauty,4.1,0
ORD5585,CUST1585,31,Female,PROD785,Pakistan,4/22/2022,10/17/2024,2,cancelled,43.08,5,22,Nail Polish,Beauty,3.9,0
ORD5586,CUST1586,67,Female,PROD786,Germany,6/29/2023,01-02-2025,4,active,659.12,3,32,Cricket Bat,Sports,4.3,0
ORD5587,CUST1587,69,Female,PROD787,Canada,6/13/2022,11-08-2022,5,active,177.67,7,28,Shirt,Clothing,3.8,0
ORD5588,CUST1588,65,Male,PROD788,USA,3/14/2021,05-08-2023,4,paused,215.02,7,19,Dress,Clothing,4.3,0
ORD5589,CUST1589,51,Male,PROD789,Germany,06-07-2021,07-09-2025,4,paused,978.5,1,14,Face Wash,Beauty,4.4,0
ORD5590,CUST1590,43,Male,PROD790,USA,10-01-2020,10-11-2024,0,active,180.39,2,44,Chair,Home,3.8,0
ORD5591,CUST1591,56,Female,PROD791,Canada,9/29/2022,12-05-2023,5,cancelled,275.98,4,21,Microwave,Home,3.8,0
ORD5592,CUST1592,30,Female,PROD792,USA,11-08-2022,9/20/2024,0,active,105.63,7,36,Laptop,Electronics,3.5,1
ORD5593,CUST1593,35,Female,PROD793,India,07-05-2023,1/23/2024,5,active,427.02,4,35,Refrigerator,Home,4.4,0
ORD5594,CUST1594,20,Female,PROD794,Germany,4/23/2022,04-03-2025,1,active,93.14,9,2,Microwave,Home,4.1,0
ORD5595,CUST1595,59,Other,PROD795,Pakistan,1/18/2022,10-03-2023,4,paused,58.61,3,47,Dumbbells,Sports,4.1,0
ORD5596,CUST1596,53,Female,PROD796,Pakistan,01-02-2023,2/14/2024,0,cancelled,261.37,6,41,Jacket,Clothing,4.3,0
ORD5597,CUST1597,66,Male,PROD797,Canada,1/26/2021,1/28/2021,1,active,697.6,2,8,Perfume,Beauty,3.5,1
ORD5598,CUST1598,31,Female,PROD798,Pakistan,01-07-2021,07-04-2023,5,cancelled,612.55,3,9,Sofa,Home,4.1,0
ORD5599,CUST1599,59,Female,PROD799,Germany,08-09-2022,6/23/2024,0,active,150.44,2,47,Cricket Bat,Sports,4.1,0
ORD5600,CUST1600,18,Other,PROD800,Germany,07-04-2023,04-02-2025,5,active,118.23,9,40,Dumbbells,Sports,3.9,0
ORD5601,CUST1601,57,Male,PROD801,USA,7/24/2022,04-11-2024,4,active,1043.23,1,9,Microwave,Home,3.9,0
ORD5602,CUST1602,61,Female,PROD802,Germany,02-07-2022,11-01-2024,0,paused,619.73,3,11,Cycling Helmet,Sports,4.1,0
ORD5603,CUST1603,58,Female,PROD803,UK,12/30/2022,08-06-2025,1,active,449.28,3,47,Skirt,Clothing,4.0,0
ORD5604,CUST1604,22,Female,PROD804,Germany,4/28/2022,06-06-2025,2,active,1181.37,1,17,Dumbbells,Sports,4.2,0
ORD5605,CUST1605,53,Female,PROD805,Germany,06-05-2023,11/26/2024,3,active,56.24,9,31,Sneakers,Clothing,4.3,0
ORD5606,CUST1606,42,Male,PROD806,Pakistan,01-11-2022,4/15/2023,1,active,458.76,4,16,Moisturizer,Beauty,4.1,0
ORD5607,CUST1607,57,Male,PROD807,UK,02-06-2022,10-01-2022,0,cancelled,4.92,8,40,Yoga Mat,Sports,4.0,0
ORD5608,CUST1608,56,Female,PROD808,UK,6/26/2023,1/17/2024,2,active,314.8,4,4,Microwave,Home,4.2,0
ORD5609,CUST1609,51,Female,PROD809,Pakistan,8/18/2022,5/20/2023,4,paused,475.45,4,1,Perfume,Beauty,3.9,0
ORD5610,CUST1610,51,Male,PROD810,Pakistan,9/17/2020,05-09-2022,2,active,224.82,2,28,Bluetooth Speaker,Electronics,4.3,0
ORD5611,CUST1611,20,Female,PROD811,USA,8/17/2021,12/25/2021,3,active,187.96,2,32,Shampoo,Beauty,4.2,0
ORD5612,CUST1612,26,Male,PROD812,Germany,1/17/2022,11-03-2023,4,active,123.54,8,18,Jacket,Clothing,4.5,0
ORD5613,CUST1613,65,Male,PROD813,India,07-11-2022,4/25/2023,1,cancelled,384.32,4,13,Conditioner,Beauty,4.0,0
ORD5614,CUST1614,53,Male,PROD814,USA,4/23/2021,3/30/2024,5,cancelled,158.27,4,40,Laptop,Electronics,4.2,0
ORD5615,CUST1615,61,Male,PROD815,Pakistan,10/14/2022,08-10-2024,4,cancelled,252.11,7,25,Face Wash,Beauty,4.5,0
ORD5616,CUST1616,26,Male,PROD816,Germany,12/27/2022,9/18/2024,1,active,174.23,1,11,Face Wash,Beauty,4.3,0
ORD5617,CUST1617,36,Male,PROD817,USA,09-08-2022,03-02-2025,1,active,150.89,6,28,Blender,Home,3.9,0
ORD5618,CUST1618,56,Male,PROD818,USA,08-04-2021,10/26/2024,2,cancelled,169.91,8,24,Smartphone,Electronics,4.1,0
ORD5619,CUST1619,57,Male,PROD819,Pakistan,6/16/2021,8/27/2021,2,active,94.81,4,33,Laptop,Electronics,4.3,0
ORD5620,CUST1620,21,Female,PROD820,UK,3/29/2022,9/19/2024,4,active,168.81,3,37,Moisturizer,Beauty,4.2,0
ORD5621,CUST1621,34,Female,PROD821,India,07-07-2023,7/30/2023,5,active,415.64,1,13,Skirt,Clothing,4.2,0
ORD5622,CUST1622,23,Female,PROD822,India,1/25/2022,5/28/2022,5,cancelled,24.21,5,19,Microwave,Home,4.0,0
ORD5623,CUST1623,66,Male,PROD823,USA,03-06-2022,03-08-2023,2,cancelled,132.42,8,14,Gaming Console,Electronics,3.9,0
ORD5624,CUST1624,50,Male,PROD824,USA,01-07-2021,4/28/2023,1,cancelled,177.1,5,49,Face Wash,Beauty,4.1,0
ORD5625,CUST1625,64,Female,PROD825,UK,10/17/2020,01-06-2021,2,active,239.59,7,35,Basketball,Sports,4.5,0
ORD5626,CUST1626,36,Female,PROD826,India,12/21/2021,3/29/2025,3,cancelled,165.39,5,28,Smartphone,Electronics,3.7,1
ORD5627,CUST1627,62,Female,PROD827,Pakistan,8/23/2021,10-07-2023,1,paused,445.44,2,28,Cricket Bat,Sports,3.5,1
ORD5628,CUST1628,46,Female,PROD828,Germany,9/22/2021,4/23/2024,5,cancelled,562.29,3,30,Tennis Racket,Sports,4.2,0
ORD5629,CUST1629,43,Female,PROD829,India,01-08-2022,10/17/2024,0,cancelled,108.56,8,10,Chair,Home,3.5,1
ORD5630,CUST1630,67,Male,PROD830,Germany,02-03-2021,05-06-2024,1,paused,908.4,2,46,Skirt,Clothing,4.3,0
ORD5631,CUST1631,57,Female,PROD831,Canada,01-07-2022,6/29/2024,5,active,1904.04,1,6,Smartphone,Electronics,3.9,0
ORD5632,CUST1632,46,Male,PROD832,Pakistan,11-01-2021,1/26/2024,1,active,313.25,6,42,Running Shoes,Sports,4.2,0
ORD5633,CUST1633,65,Male,PROD833,Canada,08-12-2023,1/13/2024,0,paused,174.86,8,37,Dining Table,Home,4.3,0
ORD5634,CUST1634,39,Male,PROD834,Canada,11/13/2021,8/31/2022,5,active,207.22,8,18,Cricket Bat,Sports,4.2,0
ORD5635,CUST1635,57,Female,PROD835,India,6/16/2021,7/27/2025,0,active,232.51,4,40,Sofa,Home,4.0,0
ORD5636,CUST1636,55,Female,PROD836,Germany,01-02-2022,7/19/2023,0,active,67.19,9,25,Lamp,Home,4.1,0
ORD5637,CUST1637,37,Male,PROD837,UK,6/19/2021,7/15/2025,0,active,111.88,6,39,Lipstick,Beauty,4.5,0
ORD5638,CUST1638,58,Female,PROD838,UK,7/27/2021,08-07-2025,3,paused,924.05,1,1,Running Shoes,Sports,4.2,0
ORD5639,CUST1639,40,Female,PROD839,Pakistan,1/23/2021,9/30/2021,3,active,85.08,6,6,Basketball,Sports,4.1,0
ORD5640,CUST1640,69,Female,PROD840,India,1/21/2021,6/22/2025,5,cancelled,179.5,8,33,Smartwatch,Electronics,3.9,0
ORD5641,CUST1641,41,Male,PROD841,Germany,07-04-2021,9/23/2022,4,paused,73.15,4,49,Shirt,Clothing,4.3,0
ORD5642,CUST1642,64,Male,PROD842,Pakistan,09-11-2022,07-10-2025,0,active,180.64,6,38,Shirt,Clothing,3.9,0
ORD5643,CUST1643,46,Male,PROD843,UK,8/31/2022,09-10-2023,0,active,160.41,8,10,Conditioner,Beauty,4.0,0
ORD5644,CUST1644,21,Female,PROD844,Germany,07-05-2021,12-09-2024,0,active,110.39,9,28,Conditioner,Beauty,4.0,0
ORD5645,CUST1645,32,Female,PROD845,Pakistan,11/29/2021,7/28/2025,2,active,202.22,6,46,Hoodie,Clothing,3.5,1
ORD5646,CUST1646,19,Male,PROD846,Pakistan,09-04-2022,11/21/2023,4,active,147.21,8,13,Microwave,Home,4.3,0
ORD5647,CUST1647,52,Female,PROD847,UK,6/24/2021,07-09-2025,3,paused,211.08,2,16,Running Shoes,Sports,3.8,0
ORD5648,CUST1648,24,Male,PROD848,USA,08-10-2021,7/19/2023,0,paused,57.73,8,25,Face Wash,Beauty,4.4,0
ORD5649,CUST1649,66,Female,PROD849,USA,12/27/2020,9/30/2023,2,cancelled,786.08,2,19,Jeans,Clothing,3.7,1
ORD5650,CUST1650,43,Female,PROD850,USA,6/26/2021,10/29/2023,4,active,77.67,8,37,Shampoo,Beauty,4.4,0
ORD5651,CUST1651,25,Male,PROD851,UK,4/15/2022,9/13/2022,5,active,85.4,3,49,Jeans,Clothing,4.4,0
ORD5652,CUST1652,59,Male,PROD852,USA,2/24/2023,07-11-2024,1,active,1165.65,1,28,Dumbbells,Sports,4.4,0
ORD5653,CUST1653,47,Male,PROD853,UK,8/28/2021,12/14/2021,4,active,49.06,7,20,Face Wash,Beauty,4.2,0
ORD5654,CUST1654,46,Female,PROD854,Canada,1/27/2023,7/14/2024,4,active,164.98,3,21,Basketball,Sports,4.5,0
ORD5655,CUST1655,56,Male,PROD855,Canada,07-12-2023,3/19/2024,3,cancelled,286.43,3,16,Vacuum Cleaner,Home,3.8,0
ORD5656,CUST1656,36,Female,PROD856,Pakistan,10/29/2020,5/25/2023,1,active,83.74,4,34,Chair,Home,3.8,0
ORD5657,CUST1657,31,Female,PROD857,Canada,01-09-2023,1/19/2025,0,active,196.16,5,47,Dumbbells,Sports,4.1,0
ORD5658,CUST1658,39,Female,PROD858,India,3/24/2023,8/16/2023,0,active,694.93,2,22,Perfume,Beauty,4.1,0
ORD5659,CUST1659,56,Female,PROD859,Canada,9/29/2020,1/20/2025,4,active,467.28,2,34,Face Wash,Beauty,4.4,0
ORD5660,CUST1660,60,Male,PROD860,Pakistan,01-08-2023,11/15/2024,2,active,146.17,9,18,Sneakers,Clothing,3.8,0
ORD5661,CUST1661,32,Female,PROD861,UK,5/27/2021,06-08-2022,3,active,41.76,7,41,Smartwatch,Electronics,4.2,0
ORD5662,CUST1662,57,Female,PROD862,UK,10/17/2020,2/16/2025,4,paused,111.45,8,39,Microwave,Home,4.1,0
ORD5663,CUST1663,40,Female,PROD863,Canada,8/23/2020,3/21/2025,1,active,835.56,2,10,Chair,Home,4.4,0
ORD5664,CUST1664,21,Female,PROD864,India,04-10-2023,3/23/2025,2,paused,660.78,3,8,Smartphone,Electronics,4.1,0
ORD5665,CUST1665,42,Female,PROD865,Germany,04-06-2022,09-09-2023,1,active,150.11,6,49,Jeans,Clothing,4.1,0
ORD5666,CUST1666,20,Male,PROD866,Germany,06-12-2023,5/31/2024,0,cancelled,283.26,2,49,Smartphone,Electronics,3.5,1
ORD5667,CUST1667,32,Male,PROD867,Canada,01-06-2023,6/24/2023,0,active,986.68,1,29,Lipstick,Beauty,3.6,1
ORD5668,CUST1668,32,Female,PROD868,UK,4/18/2022,5/24/2024,2,cancelled,169.24,6,7,Yoga Mat,Sports,4.3,0
ORD5669,CUST1669,50,Male,PROD869,Germany,12/15/2020,7/13/2025,4,cancelled,192.21,9,10,Shirt,Clothing,3.8,0
ORD5670,CUST1670,30,Male,PROD870,UK,9/23/2022,07-11-2023,3,active,27.97,9,14,Perfume,Beauty,4.0,0
ORD5671,CUST1671,53,Female,PROD871,Pakistan,12-06-2022,03-03-2023,4,cancelled,170.74,6,39,Tennis Racket,Sports,3.9,0
ORD5672,CUST1672,56,Female,PROD872,Pakistan,8/19/2022,2/18/2023,1,cancelled,124.97,5,21,Vacuum Cleaner,Home,4.1,0
ORD5673,CUST1673,48,Female,PROD873,Pakistan,12-03-2021,07-06-2022,2,paused,78.19,7,30,Perfume,Beauty,4.3,0
ORD5674,CUST1674,25,Male,PROD874,USA,2/21/2023,1/31/2025,5,active,301.07,5,10,Sofa,Home,4.4,0
ORD5675,CUST1675,42,Male,PROD875,USA,10-04-2022,09-04-2023,4,paused,51.81,5,31,Gaming Console,Electronics,4.3,0
ORD5676,CUST1676,28,Female,PROD876,India,10-05-2022,3/18/2023,0,cancelled,817.55,2,1,Conditioner,Beauty,4.3,0
ORD5677,CUST1677,20,Male,PROD877,USA,7/23/2023,04-11-2025,2,cancelled,470.4,2,19,Tablet,Electronics,4.1,0
ORD5678,CUST1678,52,Female,PROD878,Canada,06-02-2023,5/18/2024,2,paused,244.14,6,10,Refrigerator,Home,4.4,0
ORD5679,CUST1679,66,Female,PROD879,Pakistan,6/26/2021,9/17/2021,2,active,95.2,3,6,Gaming Console,Electronics,4.4,0
ORD5680,CUST1680,57,Male,PROD880,Canada,5/23/2023,2/18/2025,2,active,670.66,2,24,Tennis Racket,Sports,3.8,0
ORD5681,CUST1681,40,Male,PROD881,India,6/28/2022,1/17/2024,3,active,213.06,1,13,Lipstick,Beauty,3.8,0
ORD5682,CUST1682,39,Female,PROD882,India,03-03-2021,10/17/2022,5,active,36.45,8,48,Blender,Home,4.0,0
ORD5683,CUST1683,63,Male,PROD883,India,10-11-2020,7/15/2024,4,active,3.53,7,15,Conditioner,Beauty,4.4,0
ORD5684,CUST1684,40,Male,PROD884,India,4/13/2022,03-04-2025,1,active,1951.85,1,24,Conditioner,Beauty,4.4,0
ORD5685,CUST1685,64,Female,PROD885,USA,03-09-2022,1/25/2023,3,active,12.39,6,1,Dress,Clothing,4.5,0
ORD5686,CUST1686,39,Female,PROD886,Pakistan,01-06-2021,3/26/2021,1,paused,28.48,3,15,Blender,Home,4.0,0
ORD5687,CUST1687,48,Male,PROD887,Canada,3/15/2022,8/25/2024,0,active,853.97,2,14,Dumbbells,Sports,4.0,0
ORD5688,CUST1688,34,Male,PROD888,USA,10/24/2020,11/23/2024,4,active,149.49,4,33,Tablet,Electronics,4.3,0
ORD5689,CUST1689,42,Male,PROD889,USA,07-05-2021,12/30/2021,3,cancelled,46.66,3,24,Running Shoes,Sports,4.2,0
ORD5690,CUST1690,43,Male,PROD890,UK,5/18/2023,11-09-2023,4,paused,130.19,9,44,Lipstick,Beauty,3.8,0
ORD5691,CUST1691,24,Female,PROD891,USA,4/16/2021,07-02-2024,1,active,528.2,3,11,Tablet,Electronics,4.3,0
ORD5692,CUST1692,35,Male,PROD892,USA,5/25/2021,3/30/2023,0,active,189.18,7,19,Tablet,Electronics,4.1,0
ORD5693,CUST1693,51,Female,PROD893,India,02-10-2022,1/17/2024,4,active,45.62,6,38,Refrigerator,Home,4.3,0
ORD5694,CUST1694,65,Male,PROD894,Canada,5/13/2021,4/19/2024,4,cancelled,86.53,5,30,Camera,Electronics,4.0,0
ORD5695,CUST1695,39,Female,PROD895,Pakistan,2/16/2023,09-05-2024,4,cancelled,19.37,9,22,Dress,Clothing,4.3,0
ORD5696,CUST1696,65,Male,PROD896,Canada,9/29/2021,11/27/2022,5,cancelled,356.89,3,11,Headphones,Electronics,4.2,0
ORD5697,CUST1697,47,Female,PROD897,UK,09-04-2020,08-11-2021,4,active,219.58,9,14,Basketball,Sports,4.0,0
ORD5698,CUST1698,31,Male,PROD898,UK,12/26/2021,7/19/2025,4,active,1371.02,1,3,Chair,Home,4.4,0
ORD5699,CUST1699,18,Male,PROD899,Canada,9/25/2021,8/29/2022,4,paused,29.54,7,4,Running Shoes,Sports,4.4,0
